"predictor" "output"
"54983" "country" "out"
"54984" "out" "of"
"54985" "of" "its"
"54986" "its" "debt"
"54987" "debt" "crisis"
"54988" "::number::" "x"
"54989" "x" "tbsp"
"54990" "tbsp" "coriander"
"54991" "coriander" "seeds"
"54992" "seeds" "ground"
"54993" "darn" "it"
"54994" "it" "you"
"54995" "you" "caught"
"54996" "caught" "me"
"54997" "ok" "i'm"
"54998" "i'm" "done"
"54999" "done" "just"
"55000" "just" "had"
"55001" "had" "to"
"55002" "to" "vent"
"55003" "vent" "a"
"55004" "a" "little"
"55005" "little" "you"
"55006" "you" "know"
"55007" "thanks" "for"
"55008" "for" "the"
"55009" "the" "hook"
"55010" "hook" "up"
"55011" "can" "someone"
"55012" "someone" "please"
"55013" "please" "explain"
"55014" "explain" "to"
"55015" "to" "me"
"55016" "me" "why"
"55017" "why" "we"
"55018" "we" "still"
"55019" "still" "have"
"55020" "have" "school"
"55021" "a" "levitate"
"55022" "levitate" "festival"
"55023" "the" "mormon"
"55024" "mormon" "religion"
"55025" "religion" "teaches"
"55026" "teaches" "quite"
"55027" "quite" "the"
"55028" "the" "opposite"
"55029" "opposite" "of"
"55030" "of" "seeking"
"55031" "seeking" "in"
"55032" "in" "fact"
"55033" "fact" "they"
"55034" "they" "do"
"55035" "do" "not"
"55036" "not" "want"
"55037" "want" "you"
"55038" "you" "to"
"55039" "to" "know"
"55040" "know" "about"
"55041" "about" "their"
"55042" "their" "institution"
"55043" "institution" "and"
"55044" "and" "it"
"55045" "it" "is"
"55046" "is" "their"
"55047" "their" "goal"
"55048" "goal" "to"
"55049" "to" "keep"
"55050" "keep" "you"
"55051" "you" "from"
"55052" "from" "finding"
"55053" "finding" "out"
"55054" "out" "about"
"55055" "about" "their"
"55056" "their" "history"
"55057" "history" "and"
"55058" "and" "the"
"55059" "the" "fact"
"55060" "fact" "that"
"55061" "that" "they"
"55062" "they" "are"
"55063" "are" "preaching"
"55064" "preaching" "a"
"55065" "a" "different"
"55066" "different" "gospel"
"55067" "lol" "working"
"55068" "working" "but"
"55069" "but" "im"
"55070" "im" "back"
"55071" "lol" "i"
"55072" "i" "agree"
"55073" "agree" "rt"
"55074" "rt" "i"
"55075" "i" "always"
"55076" "always" "thought"
"55077" "thought" "papa"
"55078" "papa" "smurf"
"55079" "smurf" "had"
"55080" "had" "traits"
"55081" "traits" "inherent"
"55082" "inherent" "to"
"55083" "to" "a"
"55084" "a" "cult"
"55085" "cult" "leader"
"55086" "ankles" "sprained"
"55087" "sprained" "inner"
"55088" "inner" "ankle"
"55089" "i" "am"
"55090" "am" "here"
"55091" "here" "to"
"55092" "to" "educate"
"55093" "educate" "people"
"55094" "people" "about"
"55095" "about" "true"
"55096" "true" "irish"
"55097" "irish" "cuisine"
"55098" "cuisine" "my"
"55099" "my" "mouth"
"55100" "mouth" "waters"
"55101" "waters" "for"
"55102" "for" "a"
"55103" "a" "light"
"55104" "light" "salmon"
"55105" "salmon" "mousse"
"55106" "mousse" "with"
"55107" "with" "cucumber"
"55108" "cucumber" "jelly"
"55109" "jelly" "or"
"55110" "or" "that"
"55111" "that" "moment"
"55112" "moment" "of"
"55113" "of" "salmon"
"55114" "salmon" "perfection"
"55115" "perfection" "when"
"55116" "when" "the"
"55117" "the" "rich"
"55118" "rich" "fish"
"55119" "fish" "flakes"
"55120" "flakes" "gently"
"55121" "gently" "with"
"55122" "with" "little"
"55123" "little" "effort"
"55124" "effort" "from"
"55125" "from" "a"
"55126" "a" "fork"
"55127" "fork" "says"
"55128" "says" "dundon"
"55129" "i" "love"
"55130" "love" "that"
"55131" "that" "cover"
"55132" "cover" "it's"
"55133" "it's" "simultaneously"
"55134" "simultaneously" "hot"
"55135" "hot" "and"
"55136" "and" "humorous"
"55137" "i" "love"
"55138" "love" "to"
"55139" "to" "stay"
"55140" "stay" "on"
"55141" "on" "top"
"55142" "top" "of"
"55143" "of" "news"
"55144" "news" "q"
"55145" "q" "::number::"
"55146" "::number::" "graphics"
"55147" "graphics" "shipments"
"55148" "shipments" "up"
"55149" "up" "::number::"
"55150" "::number::" "::number::"
"55151" "::number::" "over"
"55152" "over" "last"
"55153" "last" "quarter"
"55154" "quarter" "::number::"
"55155" "::number::" "::number::"
"55156" "::number::" "over"
"55157" "over" "last"
"55158" "last" "year"
"55159" "year" "according"
"55160" "according" "to"
"55161" "to" "latest"
"55162" "latest" "report"
"55163" "report" "from"
"55164" "from" "jon"
"55165" "jon" "p"
"55166" "what's" "their"
"55167" "their" "excuses"
"55168" "excuses" "for"
"55169" "for" "being"
"55170" "being" "late"
"55171" "late" "all"
"55172" "all" "the"
"55173" "the" "other"
"55174" "other" "times"
"55175" "times" "we"
"55176" "we" "shouldn't"
"55177" "shouldn't" "have"
"55178" "have" "to"
"55179" "to" "pay"
"55180" "pay" "a"
"55181" "a" "fare"
"55182" "fare" "if"
"55183" "if" "the"
"55184" "the" "wait"
"55185" "wait" "is"
"55186" "is" "longer"
"55187" "longer" "than"
"55188" "than" "::number::"
"55189" "::number::" "min"
"55190" "you" "must"
"55191" "must" "share"
"55192" "share" "your"
"55193" "your" "learning"
"55194" "learning" "i"
"55195" "i" "am"
"55196" "am" "so"
"55197" "so" "interested"
"55198" "interested" "in"
"55199" "in" "rethinking"
"55200" "rethinking" "pd"
"55201" "q" "are"
"55202" "are" "you"
"55203" "you" "saying"
"55204" "saying" "that"
"55205" "that" "humanitarianism"
"55206" "humanitarianism" "is"
"55207" "is" "a"
"55208" "a" "form"
"55209" "form" "of"
"55210" "of" "colonialism"
"55211" "been" "customer"
"55212" "customer" "since"
"55213" "since" "'"
"55214" "'" "::number::"
"55215" "::number::" "samsung"
"55216" "samsung" "charge"
"55217" "charge" "worst"
"55218" "worst" "phone"
"55219" "phone" "in"
"55220" "in" "their"
"55221" "their" "history"
"55222" "history" "replacements"
"55223" "replacements" "suck"
"55224" "suck" "locked"
"55225" "locked" "in"
"55226" "in" "contract"
"55227" "contract" "not"
"55228" "not" "happy"
"55229" "nice" "piece"
"55230" "piece" "on"
"55231" "on" "copycat"
"55232" "copycat" "project"
"55233" "whoa" "whoa"
"55234" "whoa" "whoa"
"55235" "whoa" "the"
"55236" "the" "real"
"55237" "real" "friends"
"55238" "friends" "show"
"55239" "show" "tonight"
"55240" "tonight" "is"
"55241" "is" "at"
"55242" "at" "a"
"55243" "a" "house"
"55244" "house" "party"
"55245" "party" "and"
"55246" "and" "it's"
"55247" "it's" "free"
"55248" "free" "who"
"55249" "who" "wants"
"55250" "wants" "to"
"55251" "to" "go"
"55252" "go" "with"
"55253" "with" "me"
"55254" "the" "progress"
"55255" "progress" "i"
"55256" "i" "made"
"55257" "made" "this"
"55258" "this" "week"
"55259" "week" "took"
"55260" "took" "me"
"55261" "me" "off"
"55262" "off" "guard"
"55263" "guard" "lesson"
"55264" "lesson" "the"
"55265" "the" "microscopic"
"55266" "microscopic" "steps"
"55267" "steps" "forward"
"55268" "forward" "do"
"55269" "do" "matter"
"55270" "matter" "even"
"55271" "even" "if"
"55272" "if" "it"
"55273" "it" "seems"
"55274" "seems" "like"
"55275" "like" "they"
"55276" "they" "don't"
"55277" "please" "let"
"55278" "let" "me"
"55279" "me" "state"
"55280" "state" "i"
"55281" "i" "am"
"55282" "am" "not"
"55283" "not" "attempting"
"55284" "attempting" "to"
"55285" "to" "guilt"
"55286" "guilt" "anyone"
"55287" "anyone" "into"
"55288" "into" "giving"
"55289" "giving" "up"
"55290" "up" "everything"
"55291" "everything" "and"
"55292" "and" "living"
"55293" "living" "as"
"55294" "as" "a"
"55295" "a" "hermit"
"55296" "hermit" "we"
"55297" "we" "are"
"55298" "are" "each"
"55299" "each" "part"
"55300" "part" "of"
"55301" "of" "our"
"55302" "our" "own"
"55303" "own" "society"
"55304" "society" "but"
"55305" "but" "within"
"55306" "within" "that"
"55307" "that" "i"
"55308" "i" "propose"
"55309" "propose" "to"
"55310" "to" "live"
"55311" "live" "as"
"55312" "as" "honourably"
"55313" "honourably" "as"
"55314" "as" "possible"
"55315" "possible" "so"
"55316" "so" "that"
"55317" "that" "i"
"55318" "i" "might"
"55319" "might" "stand"
"55320" "stand" "in"
"55321" "in" "the"
"55322" "the" "knowledge"
"55323" "knowledge" "of"
"55324" "of" "how"
"55325" "how" "my"
"55326" "my" "life"
"55327" "life" "affects"
"55328" "affects" "and"
"55329" "and" "is"
"55330" "is" "affected"
"55331" "affected" "by"
"55332" "by" "the"
"55333" "the" "efforts"
"55334" "efforts" "of"
"55335" "of" "others"
"55336" "i" "really"
"55337" "really" "dislike"
"55338" "dislike" "users"
"55339" "::number::" "::number::"
"55340" "::number::" "dentist"
"55341" "dentist" "appointment"
"55342" "appointment" "tomorrow"
"55343" "tomorrow" "am"
"55344" "am" "is"
"55345" "is" "not"
"55346" "not" "cool"
"55347" "best" "tip"
"55348" "tip" "drill"
"55349" "drill" "ever"
"55350" "miami" "beach"
"55351" "beach" "city"
"55352" "city" "manager"
"55353" "manager" "to"
"55354" "to" "resign"
"55355" "resign" "july"
"55356" "july" "::number::"
"55357" "::number::" "miami"
"55358" "miami" "herald"
"55359" "herald" "found"
"55360" "found" "on"
"55361" "on" "bing"
"55362" "damn" "straight"
"55363" "sorry" "i"
"55364" "i" "didn't"
"55365" "didn't" "make"
"55366" "make" "it"
"55367" "it" "concession"
"55368" "concession" "stand"
"55369" "stand" "i"
"55370" "i" "stayed"
"55371" "stayed" "out"
"55372" "out" "on"
"55373" "on" "t"
"55374" "t" "ball"
"55375" "ball" "field"
"55376" "field" "to"
"55377" "to" "help"
"55378" "help" "get"
"55379" "get" "it"
"55380" "it" "ready"
"55381" "hey" "it"
"55382" "it" "worked"
"55383" "worked" "already"
"55384" "already" "got"
"55385" "got" "::number::"
"55386" "::number::" "p"
"55387" "the" "world"
"55388" "world" "hates"
"55389" "hates" "me"
"55390" "goes" "on"
"55391" "on" "and"
"55392" "and" "on"
"55393" "on" "and"
"55394" "and" "on"
"55395" "uncle" "will"
"55396" "will" "and"
"55397" "and" "aunt"
"55398" "aunt" "mary"
"55399" "mary" "tapper"
"55400" "tapper" "came"
"55401" "came" "out"
"55402" "out" "from"
"55403" "from" "chicago"
"55404" "chicago" "tonight"
"55405" "so" "glad"
"55406" "glad" "i'm"
"55407" "i'm" "done"
"55408" "done" "with"
"55409" "with" "graduations"
"55410" "::number::" "edinburgh"
"55411" "edinburgh" "was"
"55412" "was" "the"
"55413" "the" "first"
"55414" "first" "city"
"55415" "city" "in"
"55416" "in" "the"
"55417" "the" "world"
"55418" "world" "which"
"55419" "which" "had"
"55420" "had" "its"
"55421" "its" "own"
"55422" "own" "fire"
"55423" "fire" "brigade"
"55424" "what's" "going"
"55425" "going" "on"
"55426" "on" "big"
"55427" "big" "change"
"55428" "change" "seems"
"55429" "seems" "to"
"55430" "to" "be"
"55431" "be" "swapping"
"55432" "swapping" "the"
"55433" "the" "left"
"55434" "left" "and"
"55435" "and" "right"
"55436" "right" "sides"
"55437" "sides" "of"
"55438" "of" "the"
"55439" "the" "page"
"55440" "page" "i"
"55441" "i" "don't"
"55442" "don't" "get"
"55443" "get" "it"
"55444" "it" "or"
"55445" "or" "like"
"55446" "like" "it"
"55447" "they're" "going"
"55448" "going" "to"
"55449" "to" "waive"
"55450" "waive" "felton"
"55451" "felton" "though"
"55452" "though" "yes"
"55453" "to" "admit"
"55454" "admit" "kobe"
"55455" "kobe" "went"
"55456" "went" "ham"
"55457" "ham" "and"
"55458" "and" "is"
"55459" "is" "still"
"55460" "still" "the"
"55461" "the" "best"
"55462" "best" "closer"
"55463" "closer" "but"
"55464" "but" "he"
"55465" "he" "could"
"55466" "could" "of"
"55467" "of" "got"
"55468" "got" "his"
"55469" "his" "team"
"55470" "team" "more"
"55471" "more" "involved"
"55472" "involved" "and"
"55473" "and" "not"
"55474" "not" "missed"
"55475" "missed" "those"
"55476" "those" "shots"
"55477" "people" "are"
"55478" "are" "fist"
"55479" "fist" "pumping"
"55480" "pumping" "happy"
"55481" "happy" "thanksgiving"
"55482" "thanksgiving" "new"
"55483" "new" "jersey"
"55484" "jersey" "it's"
"55485" "it's" "good"
"55486" "good" "to"
"55487" "to" "be"
"55488" "be" "home"
"55489" "home" "haha"
"55490" "what" "makes"
"55491" "makes" "the"
"55492" "the" "engine"
"55493" "engine" "go"
"55494" "go" "desire"
"55495" "desire" "desire"
"55496" "desire" "desire"
"55497" "went" "to"
"55498" "to" "church"
"55499" "church" "with"
"55500" "with" "my"
"55501" "my" "mom"
"55502" "mom" "i"
"55503" "i" "ate"
"55504" "ate" "the"
"55505" "the" "cracker"
"55506" "cracker" "but"
"55507" "but" "put"
"55508" "put" "some"
"55509" "some" "cheese"
"55510" "cheese" "spread"
"55511" "spread" "on"
"55512" "on" "it"
"55513" "rt" "if"
"55514" "if" "you're"
"55515" "you're" "going"
"55516" "going" "to"
"55517" "to" "the"
"55518" "the" "elite"
"55519" "elite" "::number::"
"55520" "::number::" "comedy"
"55521" "comedy" "competition"
"55522" "competition" "at"
"55523" "at" "tonight"
"55524" "quick" "visit"
"55525" "visit" "at"
"55526" "at" "a"
"55527" "a" "friend's"
"55528" "friend's" "house"
"55529" "house" "party"
"55530" "party" "and"
"55531" "and" "then"
"55532" "then" "home"
"55533" "home" "for"
"55534" "for" "sit"
"55535" "sit" "on"
"55536" "on" "my"
"55537" "my" "own"
"55538" "own" "patio"
"55539" "patio" "and"
"55540" "and" "enjoy"
"55541" "bwpkwy" "closed"
"55542" "closed" "northbound"
"55543" "northbound" "after"
"55544" "after" "md"
"55545" "md" "::number::"
"55546" "::number::" "due"
"55547" "due" "to"
"55548" "to" "an"
"55549" "an" "accident"
"55550" "if" "someone"
"55551" "someone" "ever"
"55552" "ever" "says"
"55553" "says" "to"
"55554" "to" "you"
"55555" "you" "in"
"55556" "in" "any"
"55557" "any" "way"
"55558" "way" "ain't"
"55559" "ain't" "got"
"55560" "got" "no"
"55561" "no" "just"
"55562" "just" "please"
"55563" "please" "stupid"
"55564" "stupid" "smack"
"55565" "smack" "them"
"55566" "how" "terrible"
"55567" "terrible" "is"
"55568" "is" "wisdom"
"55569" "wisdom" "when"
"55570" "when" "it"
"55571" "it" "brings"
"55572" "brings" "no"
"55573" "no" "profit"
"55574" "profit" "to"
"55575" "to" "the"
"55576" "the" "wise"
"55577" "wise" "lord"
"55578" "lord" "coward"
"55579" "coward" "in"
"55580" "in" "sherlock"
"55581" "sherlock" "holmes"
"55582" "thanks" "for"
"55583" "for" "retweets"
"55584" "just" "because"
"55585" "because" "#grantland"
"55586" "#grantland" "thinks"
"55587" "thinks" "it's"
"55588" "it's" "literary"
"55589" "literary" "doesn't"
"55590" "doesn't" "excuse"
"55591" "excuse" "the"
"55592" "the" "egregious"
"55593" "egregious" "footnotes"
"55594" "footnotes" "infinite"
"55595" "infinite" "jest"
"55596" "jest" "it"
"55597" "it" "is"
"55598" "is" "not"
"55599" "thanks" "b"
"55600" "b" "lol"
"55601" "lol" "i"
"55602" "i" "went"
"55603" "went" "to"
"55604" "to" "his"
"55605" "his" "first"
"55606" "first" "concert"
"55607" "concert" "met"
"55608" "met" "him"
"55609" "him" "then"
"55610" "then" "i've"
"55611" "i've" "gone"
"55612" "gone" "to"
"55613" "to" "subway"
"55614" "subway" "with"
"55615" "with" "him"
"55616" "him" "like"
"55617" "like" "twice"
"55618" "twice" "b"
"55619" "ive" "done"
"55620" "done" "so"
"55621" "so" "much"
"55622" "much" "in"
"55623" "in" "my"
"55624" "my" "lifetime"
"55625" "lifetime" "but"
"55626" "but" "i"
"55627" "i" "haven't"
"55628" "haven't" "done"
"55629" "done" "shit"
"55630" "my" "people"
"55631" "people" "u"
"55632" "u" "can"
"55633" "can" "make"
"55634" "make" "a"
"55635" "a" "sandwhich"
"55636" "sandwhich" "what"
"55637" "what" "good"
"55638" "good" "is"
"55639" "is" "the"
"55640" "the" "sandwhich"
"55641" "sandwhich" "if"
"55642" "if" "u"
"55643" "u" "anit"
"55644" "anit" "got"
"55645" "got" "no"
"55646" "no" "bread"
"55647" "however" "what"
"55648" "what" "cannot"
"55649" "cannot" "be"
"55650" "be" "denied"
"55651" "denied" "is"
"55652" "is" "that"
"55653" "that" "in"
"55654" "in" "an"
"55655" "an" "effort"
"55656" "effort" "to"
"55657" "to" "get"
"55658" "get" "the"
"55659" "the" "books"
"55660" "books" "out"
"55661" "out" "in"
"55662" "in" "the"
"55663" "the" "market"
"55664" "market" "the"
"55665" "the" "quality"
"55666" "quality" "of"
"55667" "of" "the"
"55668" "the" "presentation"
"55669" "presentation" "printing"
"55670" "printing" "style"
"55671" "style" "binding"
"55672" "binding" "has"
"55673" "has" "not"
"55674" "not" "been"
"55675" "been" "upto"
"55676" "upto" "the"
"55677" "the" "mark"
"55678" "such" "a"
"55679" "a" "good"
"55680" "good" "saying"
"55681" "saying" "lol"
"55682" "i" "think"
"55683" "think" "you"
"55684" "you" "would"
"55685" "would" "totally"
"55686" "totally" "bang"
"55687" "bang" "harrison"
"55688" "harrison" "ford"
"55689" "immigration" "#"
"55690" "#" "::number::"
"55691" "::number::" "s"
"55692" "s" "decline"
"55693" "decline" "means"
"55694" "means" "it"
"55695" "it" "should"
"55696" "should" "stay"
"55697" "stay" "out"
"55698" "out" "of"
"55699" "of" "election"
"55700" "we" "love"
"55701" "love" "you"
"55702" "you" "wanda"
"55703" "wanda" "and"
"55704" "and" "we"
"55705" "we" "are"
"55706" "are" "listening"
"55707" "i" "was"
"55708" "was" "really"
"55709" "really" "rushed"
"55710" "rushed" "when"
"55711" "when" "making"
"55712" "making" "these"
"55713" "these" "fresh"
"55714" "fresh" "strawberry"
"55715" "strawberry" "hello"
"55716" "hello" "kitty"
"55717" "kitty" "birthday"
"55718" "birthday" "cupcakes"
"55719" "cupcakes" "for"
"55720" "for" "my"
"55721" "my" "friend's"
"55722" "friend's" "daughter's"
"55723" "daughter's" "birthday"
"55724" "birthday" "as"
"55725" "as" "a"
"55726" "a" "result"
"55727" "result" "i"
"55728" "i" "not"
"55729" "not" "only"
"55730" "only" "messed"
"55731" "messed" "up"
"55732" "up" "on"
"55733" "on" "the"
"55734" "the" "cupcake"
"55735" "cupcake" "batter"
"55736" "batter" "that's"
"55737" "that's" "a"
"55738" "a" "whole"
"55739" "whole" "other"
"55740" "other" "story"
"55741" "story" "i"
"55742" "i" "also"
"55743" "also" "messed"
"55744" "messed" "up"
"55745" "up" "on"
"55746" "on" "the"
"55747" "the" "frosting"
"55748" "i" "can't"
"55749" "can't" "say"
"55750" "say" "if"
"55751" "if" "this"
"55752" "this" "personality"
"55753" "personality" "quirk"
"55754" "quirk" "is"
"55755" "is" "positive"
"55756" "positive" "or"
"55757" "or" "negative"
"55758" "negative" "or"
"55759" "or" "more"
"55760" "more" "probably"
"55761" "probably" "neutral"
"55762" "neutral" "but"
"55763" "but" "it"
"55764" "it" "exists"
"55765" "exists" "and"
"55766" "and" "it"
"55767" "it" "exists"
"55768" "exists" "wholly"
"55769" "wholly" "apart"
"55770" "apart" "from"
"55771" "from" "intelligence"
"55772" "intelligence" "is"
"55773" "is" "it"
"55774" "it" "a"
"55775" "a" "lack"
"55776" "lack" "of"
"55777" "of" "conviction"
"55778" "conviction" "a"
"55779" "a" "lack"
"55780" "lack" "of"
"55781" "of" "persuasiveness"
"55782" "persuasiveness" "a"
"55783" "a" "peace"
"55784" "peace" "at"
"55785" "at" "any"
"55786" "any" "price"
"55787" "price" "mentality"
"55788" "mentality" "a"
"55789" "a" "generous"
"55790" "generous" "spirit"
"55791" "spirit" "i"
"55792" "i" "can't"
"55793" "can't" "figure"
"55794" "figure" "it"
"55795" "it" "out"
"55796" "out" "but"
"55797" "but" "it"
"55798" "it" "would"
"55799" "would" "seem"
"55800" "seem" "to"
"55801" "to" "be"
"55802" "be" "an"
"55803" "an" "evolutionary"
"55804" "evolutionary" "disadvantage"
"55805" "disadvantage" "to"
"55806" "to" "be"
"55807" "be" "unable"
"55808" "unable" "to"
"55809" "to" "persuade"
"55810" "persuade" "others"
"55811" "others" "to"
"55812" "to" "your"
"55813" "your" "viewpoint"
"55814" "viewpoint" "on"
"55815" "on" "important"
